openTime,open,high,low,close,volumn,closeTime,quote_volumn,trades,taker_base_volumn,taker_quote_volumn,ignore
2019-03-02,0.42860000,0.43720000,0.41730000,0.42210000,331570.00000000,1551571199999,140599.97404400,1133,133108.97000000,56434.64643100,0
2019-03-03,0.42320000,0.42920000,0.41770000,0.42050000,225429.95000000,1551657599999,95660.21646500,911,83763.86000000,35619.53355900,0
2019-03-04,0.42030000,0.42550000,0.39290000,0.40360000,946382.19000000,1551743999999,387502.94829200,2834,343413.05000000,140788.84197500,0
2019-03-05,0.40290000,0.43430000,0.40230000,0.42910000,1686179.90000000,1551830399999,703630.89773500,4232,738583.95000000,309224.82702000,0
2019-03-06,0.42910000,0.43850000,0.41860000,0.42960000,716328.15000000,1551916799999,305884.80942500,2057,340974.63000000,145774.23060600,0
2019-03-07,0.42960000,0.47660000,0.42560000,0.45210000,1498764.03000000,1552003199999,677393.54314200,4029,726835.62000000,328261.97014900,0
2019-03-08,0.45210000,0.51070000,0.45190000,0.46110000,3248280.83000000,1552089599999,1570069.71184100,9622,1588704.81000000,769190.03052100,0
2019-03-09,0.46110000,0.48240000,0.45240000,0.47460000,1381686.43000000,1552175999999,643096.00279800,4288,568565.43000000,264955.60000400,0
2019-03-10,0.47420000,0.54600000,0.46810000,0.49810000,2887991.86000000,1552262399999,1456511.39564700,10121,1330489.36000000,671671.26310200,0
2019-03-11,0.49820000,0.51810000,0.43820000,0.46290000,2633054.21000000,1552348799999,1262800.85230600,7157,1035115.15000000,495355.45577500,0
2019-03-12,0.46410000,0.50790000,0.45030000,0.48760000,2105182.67000000,1552435199999,1016416.42862800,5965,989851.27000000,478206.49879800,0
2019-03-13,0.48720000,0.48800000,0.46710000,0.48050000,1263356.68000000,1552521599999,602730.17739900,4399,526875.82000000,251959.79632100,0
2019-03-14,0.48140000,0.49940000,0.47220000,0.48710000,1720792.40000000,1552607999999,835254.86355900,6103,806485.73000000,391780.48590000,0
2019-03-15,0.48580000,0.49600000,0.48310000,0.48580000,577893.06000000,1552694399999,281897.91641400,2521,241255.04000000,117802.20924500,0
2019-03-16,0.48660000,0.49600000,0.46810000,0.48190000,1768514.51000000,1552780799999,850597.47582100,6478,763191.06000000,368046.80538400,0
2019-03-17,0.48050000,0.48870000,0.47020000,0.47850000,1352126.73000000,1552867199999,645227.39419500,5293,566830.50000000,271426.75567600,0
2019-03-18,0.47890000,0.48330000,0.46700000,0.47570000,891826.09000000,1552953599999,422057.33884900,2812,410493.39000000,194639.06850800,0
2019-03-19,0.47600000,0.48000000,0.46480000,0.47700000,530734.59000000,1553039999999,250536.10219600,2023,261065.87000000,123452.23722600,0
2019-03-20,0.47960000,0.48990000,0.47370000,0.48070000,696146.28000000,1553126399999,335078.54954900,2431,395668.76000000,190501.89593800,0
2019-03-21,0.48180000,0.48420000,0.43420000,0.45480000,1043991.80000000,1553212799999,484257.11337400,3146,369167.81000000,171012.31136100,0
2019-03-22,0.45510000,0.46550000,0.44700000,0.46460000,863577.33000000,1553299199999,392384.91635300,2313,358824.55000000,162828.54962000,0
2019-03-23,0.46270000,0.46440000,0.45450000,0.46080000,406749.66000000,1553385599999,186648.71406600,1452,200359.22000000,91910.25925100,0
2019-03-24,0.46060000,0.46210000,0.44850000,0.45310000,634173.75000000,1553471999999,287618.89552500,1878,276336.70000000,125396.96425800,0
2019-03-25,0.45390000,0.49490000,0.44100000,0.47340000,2441517.99000000,1553558399999,1142857.56322500,6807,1151973.18000000,539555.97980900,0
2019-03-26,0.47290000,0.48500000,0.44800000,0.46050000,1129722.20000000,1553644799999,526180.14347700,3488,449479.72000000,209424.18647200,0
2019-03-27,0.46030000,0.49970000,0.45560000,0.49460000,1352736.34000000,1553731199999,651471.14333300,4623,811710.94000000,392436.52631000,0
2019-03-28,0.49670000,0.51960000,0.48460000,0.49920000,1443876.83000000,1553817599999,719069.64336300,5262,759889.91000000,378990.26607800,0
2019-03-29,0.49840000,0.50420000,0.48870000,0.50080000,877803.92000000,1553903999999,434977.12253200,4435,490223.93000000,242892.10789800,0
2019-03-30,0.50080000,0.50340000,0.48580000,0.49400000,675007.13000000,1553990399999,332877.14918600,3263,287624.38000000,141977.02524100,0
2019-03-31,0.49380000,0.54100000,0.48680000,0.50840000,2047013.33000000,1554076799999,1057434.91615100,8464,964364.09000000,498073.80099000,0
2019-04-01,0.50840000,0.56300000,0.50070000,0.55400000,2288623.96000000,1554163199999,1226137.81861700,7662,1240131.66000000,664894.26615500,0
2019-04-02,0.55330000,0.60000000,0.53260000,0.58110000,4081948.84000000,1554249599999,2328532.77355200,11776,1867706.14000000,1067069.85825300,0
2019-04-03,0.58110000,0.60730000,0.51700000,0.56200000,4435492.21000000,1554335999999,2584274.57288000,11371,2428571.00000000,1416696.94964800,0
2019-04-04,0.55880000,0.58390000,0.51950000,0.53960000,2088035.72000000,1554422399999,1155026.49636700,6468,989799.35000000,547525.85129100,0
2019-04-05,0.54090000,0.57990000,0.53900000,0.57290000,1039348.68000000,1554508799999,579093.36482700,3943,557489.31000000,311399.57101500,0
2019-04-06,0.57350000,0.59000000,0.55570000,0.56910000,1176149.98000000,1554595199999,672544.53199200,5323,612910.22000000,350685.04743100,0
2019-04-07,0.56770000,0.59180000,0.56550000,0.57730000,956649.36000000,1554681599999,552493.43472700,3810,442853.49000000,256234.33709800,0
2019-04-08,0.57760000,0.59120000,0.53700000,0.56340000,1559203.75000000,1554767999999,875383.30888900,6674,642297.94000000,361733.16776100,0
2019-04-09,0.56170000,0.56370000,0.51700000,0.53000000,1284451.25000000,1554854399999,682600.69159200,4648,500595.62000000,266340.24291400,0
2019-04-10,0.53000000,0.54520000,0.51000000,0.51970000,1259717.42000000,1554940799999,662636.07774300,3910,464612.08000000,244091.48457900,0
2019-04-11,0.51980000,0.52100000,0.45300000,0.48210000,1891750.27000000,1555027199999,920572.94517200,5378,847401.89000000,412110.63169100,0
2019-04-12,0.48210000,0.51340000,0.45310000,0.49200000,1247794.83000000,1555113599999,609014.27618700,4165,512267.01000000,250114.01626000,0
2019-04-13,0.49320000,0.53990000,0.49130000,0.53580000,984745.93000000,1555199999999,514382.60961800,3773,508248.18000000,265679.33827500,0
2019-04-14,0.53660000,0.54490000,0.50730000,0.52250000,825009.09000000,1555286399999,431556.81681300,2850,375908.81000000,197104.57730600,0
2019-04-15,0.52590000,0.52680000,0.48000000,0.48830000,1617780.69000000,1555372799999,812827.26215500,4779,662405.95000000,332154.18118700,0
2019-04-16,0.48840000,0.51760000,0.48830000,0.49850000,752244.29000000,1555459199999,377882.38365100,2558,345023.42000000,173378.62780100,0
2019-04-17,0.49980000,0.50460000,0.48800000,0.49980000,625939.62000000,1555545599999,310958.45069500,2118,274885.83000000,136670.23703700,0
2019-04-18,0.49920000,0.52260000,0.49740000,0.51930000,747995.99000000,1555631999999,382966.98235700,2883,420375.45000000,215448.59129900,0
2019-04-19,0.51870000,0.53900000,0.50830000,0.50950000,857084.80000000,1555718399999,447910.43057400,3348,366168.26000000,192264.25131800,0
2019-04-20,0.51050000,0.52870000,0.50500000,0.51180000,547954.68000000,1555804799999,281962.97387100,2102,228174.92000000,117605.53925600,0
2019-04-21,0.51170000,0.51390000,0.47520000,0.49630000,755636.95000000,1555891199999,371111.53172600,2922,270292.12000000,132596.24132200,0
2019-04-22,0.49630000,0.51700000,0.48370000,0.49570000,669329.70000000,1555977599999,335305.55177900,3191,318823.98000000,160191.01643300,0
2019-04-23,0.49200000,0.50400000,0.47560000,0.47560000,798688.99000000,1556063999999,391603.52680300,2754,306292.41000000,150632.96674900,0
2019-04-24,0.47560000,0.48000000,0.44000000,0.47500000,1341167.65000000,1556150399999,614034.70833000,3604,626467.44000000,287995.30880300,0
2019-04-25,0.47450000,0.49970000,0.43500000,0.45030000,1289948.57000000,1556236799999,607159.88637900,4065,542020.18000000,254463.61555800,0
2019-04-26,0.44990000,0.46990000,0.42640000,0.44160000,881943.93000000,1556323199999,389402.99867900,2196,374956.19000000,165844.42572000,0
2019-04-27,0.44370000,0.46980000,0.43570000,0.44300000,330467.67000000,1556409599999,149494.59216300,1304,167518.93000000,75761.22665500,0
2019-04-28,0.44480000,0.46000000,0.44030000,0.45100000,429353.92000000,1556495999999,194108.90410000,1406,153599.53000000,69468.21968100,0
2019-04-29,0.45100000,0.45460000,0.42400000,0.43380000,394944.33000000,1556582399999,173429.73160900,1297,166107.97000000,72814.15097700,0
2019-04-30,0.43340000,0.47710000,0.43200000,0.47270000,610148.80000000,1556668799999,281321.21696200,2136,379875.68000000,175291.02048300,0
2019-05-01,0.47500000,0.48760000,0.46380000,0.47300000,397476.93000000,1556755199999,188524.09539700,1620,224078.49000000,106395.42419200,0
2019-05-02,0.47450000,0.47570000,0.46000000,0.46300000,228270.40000000,1556841599999,106411.49940400,1046,80189.43000000,37505.87707700,0
2019-05-03,0.46430000,0.52230000,0.46070000,0.51100000,1017233.78000000,1556927999999,502255.67620300,3891,526179.24000000,259828.74236700,0
2019-05-04,0.51180000,0.51510000,0.47830000,0.49640000,640984.06000000,1557014399999,318811.50783600,2937,320377.74000000,159567.16986700,0
2019-05-05,0.49640000,0.52380000,0.49020000,0.50580000,641774.32000000,1557100799999,328895.38840400,2643,322173.74000000,164798.55883300,0
2019-05-06,0.50580000,0.58820000,0.49010000,0.57450000,1593771.02000000,1557187199999,868680.98960100,6084,948218.72000000,517939.65858300,0
2019-05-07,0.57980000,0.61860000,0.54090000,0.54350000,2267674.30000000,1557273599999,1314846.89103600,8074,1174699.56000000,682196.77415900,0
2019-05-08,0.54330000,0.61570000,0.52120000,0.59400000,1255624.91000000,1557359999999,730122.02836000,4797,584234.04000000,340793.62219400,0
2019-05-09,0.59400000,0.70400000,0.58730000,0.64030000,3548028.13000000,1557446399999,2284998.87112200,10948,1775386.28000000,1142690.29213000,0
2019-05-10,0.64020000,0.72330000,0.63740000,0.67030000,2987660.69000000,1557532799999,2051444.51188000,9173,1401899.47000000,965095.06165800,0
2019-05-11,0.67310000,0.74840000,0.65170000,0.67520000,3014329.89000000,1557619199999,2076341.52590500,9763,1344470.56000000,927256.28933700,0
2019-05-12,0.67900000,0.69990000,0.62850000,0.65860000,1760800.08000000,1557705599999,1165285.92186400,6345,820216.54000000,543720.01462400,0
2019-05-13,0.66070000,0.68720000,0.63360000,0.64740000,1281864.70000000,1557791999999,853179.42872800,5907,579976.67000000,386441.28733100,0
2019-05-14,0.64740000,0.95650000,0.63320000,0.82800000,7911014.07000000,1557878399999,6371210.43235000,27495,3711327.37000000,2988431.59315900,0
2019-05-15,0.82510000,0.88900000,0.77720000,0.84270000,3798325.64000000,1557964799999,3148626.36188800,12549,1672831.63000000,1392659.38018900,0
2019-05-16,0.84270000,0.93890000,0.75510000,0.92800000,4555532.19000000,1558051199999,3883945.23425500,17837,2237911.95000000,1920152.11589300,0
2019-05-17,0.92640000,0.98690000,0.81000000,0.89110000,5725645.69000000,1558137599999,5097003.16005000,21757,2562643.66000000,2290800.25024700,0
2019-05-18,0.89500000,0.95920000,0.84570000,0.93590000,2389369.04000000,1558223999999,2179041.17440300,10994,1119398.85000000,1023167.30347600,0
2019-05-19,0.93600000,1.05000000,0.92790000,0.99340000,4785605.62000000,1558310399999,4702849.49450900,21076,2387715.13000000,2349651.89721000,0
2019-05-20,0.99270000,1.14300000,0.94600000,1.11700000,2936467.30000000,1558396799999,2982285.87569000,14240,1361977.78000000,1391935.37811100,0
2019-05-21,1.11460000,1.25000000,1.06000000,1.17980000,5046994.20000000,1558483199999,5745623.48763900,21707,2427846.67000000,2763177.70379100,0
2019-05-22,1.18550000,1.47400000,1.13010000,1.22050000,14821357.09000000,1558569599999,19619790.33193000,53298,6826953.49000000,9048230.76748300,0
2019-05-23,1.22050000,1.36550000,1.14180000,1.33920000,6874618.39000000,1558655999999,8592874.22419200,27453,3384086.54000000,4231973.31563300,0
2019-05-24,1.33930000,1.43470000,1.22160000,1.33140000,5097940.05000000,1558742399999,6795296.79050300,23885,2313704.29000000,3096625.46340200,0
2019-05-25,1.33140000,1.33760000,1.09610000,1.11300000,6245467.50000000,1558828799999,7275849.63799100,23014,2668155.32000000,3106694.77380000,0
2019-05-26,1.11300000,1.18240000,1.03400000,1.08280000,4854605.26000000,1558915199999,5317940.97154800,19207,2141674.80000000,2349435.43438600,0
2019-05-27,1.08020000,1.27500000,1.08020000,1.21190000,7339191.28000000,1559001599999,8694289.41760400,31838,3666057.49000000,4357523.96331700,0
2019-05-28,1.21730000,1.35000000,1.14410000,1.27880000,5580233.08000000,1559087999999,6953474.35903200,26790,2758611.04000000,3440035.45628100,0
2019-05-29,1.27870000,1.28440000,1.14260000,1.17250000,4654393.37000000,1559174399999,5580540.15836700,20598,1954118.94000000,2352010.05123500,0
2019-05-30,1.17220000,1.22570000,0.90090000,1.00230000,10326672.93000000,1559260799999,11158245.52876900,43021,4354149.34000000,4719400.99982600,0
2019-05-31,1.00180000,1.04440000,0.93300000,1.01890000,7748553.79000000,1559347199999,7626141.23998200,21930,3527417.91000000,3463859.98851200,0
2019-06-01,1.02360000,1.05980000,0.95110000,0.95600000,3797903.78000000,1559433599999,3799790.57302500,13119,1638468.49000000,1642329.53358400,0
2019-06-02,0.95360000,1.05540000,0.93230000,1.01550000,3449110.82000000,1559519999999,3434246.09842000,13542,1702820.24000000,1701316.25116400,0
2019-06-03,1.01550000,1.02000000,0.88530000,0.90000000,3308495.33000000,1559606399999,3184563.20536700,13255,1387100.30000000,1338481.14033600,0
2019-06-04,0.89850000,0.92990000,0.83680000,0.88500000,4577420.90000000,1559692799999,4017639.79784500,16372,1879032.59000000,1648289.28954000,0
2019-06-05,0.88500000,1.09910000,0.88380000,1.09600000,10134603.36000000,1559779199999,10260184.72595200,34337,5231264.60000000,5296864.78388000,0
2019-06-06,1.09590000,1.27000000,1.05560000,1.10980000,11128235.33000000,1559865599999,12735058.33979400,39493,5325797.69000000,6104051.33078100,0
2019-06-07,1.10990000,1.25890000,1.07100000,1.17530000,6340116.80000000,1559951999999,7478286.80719600,24865,2986290.03000000,3538880.58079700,0
2019-06-08,1.17470000,1.19910000,1.11650000,1.13260000,2537076.42000000,1560038399999,2927714.64250700,11125,1069220.31000000,1234648.53296000,0
2019-06-09,1.13760000,1.14860000,1.00850000,1.05950000,3544981.93000000,1560124799999,3806409.60086300,13128,1617518.40000000,1731372.09260100,0
2019-06-10,1.05950000,1.21040000,1.03010000,1.20600000,3560999.95000000,1560211199999,4027582.25629000,13271,1929865.06000000,2193525.95782400,0
2019-06-11,1.20430000,1.20700000,1.08760000,1.12430000,3072196.39000000,1560297599999,3513179.68798000,12406,1409355.95000000,1617533.11556700,0
2019-06-12,1.12410000,1.16430000,1.08750000,1.14480000,2552375.74000000,1560383999999,2871799.93778200,10688,1161415.04000000,1309041.78466700,0
2019-06-13,1.14480000,1.97000000,1.11260000,1.86800000,34048038.46000000,1560470399999,58331496.98997300,121167,17765601.08000000,30254415.20860800,0
2019-06-14,1.86800000,1.89360000,1.49000000,1.63950000,33219623.47000000,1560556799999,54554409.95343900,115068,15115156.73000000,24879429.16104500,0
2019-06-15,1.63640000,1.80650000,1.60220000,1.71790000,10734639.21000000,1560643199999,18448605.66771500,42524,5122945.46000000,8815141.44458400,0
2019-06-16,1.71800000,1.79240000,1.60000000,1.66210000,8287172.15000000,1560729599999,14008833.98284300,36546,3744621.18000000,6352014.51540700,0
2019-06-17,1.66510000,2.07760000,1.65250000,1.96310000,17066477.53000000,1560815999999,32443361.45851200,66077,9014794.73000000,17157564.64312000,0
2019-06-18,1.96150000,2.01850000,1.76000000,1.81940000,13903673.74000000,1560902399999,25883624.64382900,49717,6428829.32000000,11993293.32149900,0
2019-06-19,1.81580000,1.90160000,1.78690000,1.83530000,4857793.43000000,1560988799999,8954934.21950500,20943,2355022.08000000,4345538.93511000,0
2019-06-20,1.83520000,1.88650000,1.68590000,1.76560000,5377028.00000000,1561075199999,9540141.37743600,25242,2415272.25000000,4295377.27004200,0
2019-06-21,1.76710000,1.79000000,1.61000000,1.68830000,6940438.91000000,1561161599999,11648112.15107200,31270,3083084.04000000,5185266.37744000,0
2019-06-22,1.68950000,1.94700000,1.68270000,1.84280000,8447723.54000000,1561247999999,15223949.29371900,46598,4154205.65000000,7487973.16455900,0
2019-06-23,1.84290000,1.91000000,1.77020000,1.81690000,4603366.09000000,1561334399999,8435896.35109300,31706,2217020.07000000,4069317.98866200,0
2019-06-24,1.81690000,1.88840000,1.79000000,1.86890000,2384487.82000000,1561420799999,4400730.71152800,19196,1269479.43000000,2346172.24739300,0
2019-06-25,1.86890000,2.42730000,1.86130000,2.19280000,22004618.38000000,1561507199999,47774694.54352300,112726,10881152.76000000,23562516.18182800,0
2019-06-26,2.19310000,2.50000000,2.02310000,2.28000000,16314862.03000000,1561593599999,36133293.91183600,97300,7490484.69000000,16680542.18625500,0
2019-06-27,2.28210000,2.55500000,2.11230000,2.28790000,14032427.25000000,1561679999999,32964955.56639000,91668,6644539.78000000,15704302.92324700,0
2019-06-28,2.29120000,3.09810000,2.21500000,3.03920000,16193947.24000000,1561766399999,43075487.92249000,100570,8857848.20000000,23591176.59772800,0
2019-06-29,3.03910000,4.58260000,2.94990000,3.71250000,55522584.24000000,1561852799999,212325728.14511600,339919,26291002.43000000,100610983.08978300,0
2019-06-30,3.70510000,4.22000000,3.23000000,3.38850000,25198062.62000000,1561939199999,97131943.37904700,189555,11984464.07000000,46455470.73795200,0
2019-07-01,3.38850000,3.86200000,2.92660000,3.63690000,25318756.74000000,1562025599999,85715319.93709900,164015,12013666.07000000,40785606.72311200,0
2019-07-02,3.64760000,3.99140000,3.20100000,3.74530000,26694285.35000000,1562111999999,97140287.16815900,186154,12700389.46000000,46321747.20117900,0
2019-07-03,3.74410000,3.88570000,3.47690000,3.49000000,11110619.17000000,1562198399999,40919314.47037900,87597,5025813.68000000,18552302.39184400,0
2019-07-04,3.48540000,3.61000000,3.20400000,3.45300000,9880436.75000000,1562284799999,33808432.69504400,82943,4728945.56000000,16186422.44642800,0
2019-07-05,3.45550000,3.75000000,3.44100000,3.64000000,10535825.86000000,1562371199999,37923583.66924300,88803,5128290.47000000,18491159.71177500,0
2019-07-06,3.64000000,3.66110000,3.43840000,3.46030000,4979198.01000000,1562457599999,17632773.83205800,44022,2103203.39000000,7453059.24793600,0
2019-07-07,3.46500000,3.50380000,3.25000000,3.27500000,5553670.72000000,1562543999999,18694593.88394300,46263,2424940.45000000,8164463.04168100,0
2019-07-08,3.27500000,3.57310000,3.25000000,3.33620000,5283821.17000000,1562630399999,17859623.58951200,45082,2440022.79000000,8267726.61322900,0
2019-07-09,3.33340000,3.37410000,2.94010000,3.06700000,9165611.15000000,1562716799999,28835425.25402800,67093,4310876.66000000,13584273.58584900,0
2019-07-10,3.06700000,3.25680000,2.85780000,3.11660000,9566090.98000000,1562803199999,29441146.11960800,73143,4614982.36000000,14243089.83683400,0
2019-07-11,3.11660000,3.15550000,2.71000000,2.78530000,7302194.48000000,1562889599999,21295316.68888100,52546,3123091.72000000,9119293.28823400,0
2019-07-12,2.78700000,3.32820000,2.60000000,3.16600000,11732670.96000000,1562975999999,35188291.86534400,78572,5561000.91000000,16688157.90388900,0
2019-07-13,3.16600000,3.29530000,3.04000000,3.16520000,9069996.44000000,1563062399999,28825984.74564400,65182,4290522.88000000,13660918.59876800,0
2019-07-14,3.16890000,3.24130000,2.76110000,2.78560000,8270840.72000000,1563148799999,24656046.20130900,55500,3645019.00000000,10850637.13828500,0
2019-07-15,2.77920000,2.84980000,2.58010000,2.69130000,7328956.43000000,1563235199999,19979889.87714900,47037,3222625.36000000,8801050.45390000,0
2019-07-16,2.69110000,2.77490000,2.15210000,2.19480000,8049014.93000000,1563321599999,19732975.21240800,52392,3467704.10000000,8482855.60491300,0
2019-07-17,2.19470000,2.60000000,2.05310000,2.39800000,13229065.69000000,1563407999999,30902383.50969600,73776,6211816.52000000,14489886.83888200,0
2019-07-18,2.39510000,2.80940000,2.35420000,2.67000000,13388877.99000000,1563494399999,34942865.13118800,80822,6398131.49000000,16699813.00756700,0
2019-07-19,2.67000000,2.74900000,2.49100000,2.60460000,5548232.12000000,1563580799999,14390758.32311000,37423,2632511.90000000,6836805.08480900,0
2019-07-20,2.60200000,2.73140000,2.57510000,2.63700000,4607848.26000000,1563667199999,12233251.54346900,32818,2131244.58000000,5662491.28377500,0
2019-07-21,2.63690000,2.66500000,2.46000000,2.53190000,3349432.24000000,1563753599999,8531199.09097300,24791,1476656.94000000,3755185.29612200,0
2019-07-22,2.53190000,2.58570000,2.37320000,2.40780000,3419071.85000000,1563839999999,8435367.33469500,24351,1550939.70000000,3828479.03050900,0
2019-07-23,2.40730000,2.52000000,2.24890000,2.35350000,5670564.00000000,1563926399999,13435602.94933300,36656,2713271.07000000,6430600.01749800,0
2019-07-24,2.35590000,2.51310000,2.27000000,2.39990000,5323022.48000000,1564012799999,12721415.79747400,36533,2519600.13000000,6031087.55447500,0
2019-07-25,2.39710000,2.51490000,2.35950000,2.36150000,4029732.82000000,1564099199999,9872407.06434900,26227,1887774.46000000,4631695.73830300,0
2019-07-26,2.36150000,2.43000000,2.32010000,2.39890000,1979267.83000000,1564185599999,4706305.41646200,14829,948420.43000000,2257316.63037900,0
